track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6,CHORRITO PA LAS ANIMAS,SIXDO,Feid,12/2/2022,USUM72222460,707,57.6,"558,560,568","61,360","26,903,567",75.0,"228,242,847","852,495","1,015,200","134,483,388","1,339,213,086","10,159,357",44.0,"25,014",94,19.0,"4,059,655",26.0,"3,253,358","1,094",,"815,675",,1
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13,Ch y la Pizza,Ch y la Pizza,Fuerza Regida,12/1/2022,QZ9QQ2200104,"1,230",42.7,"511,421,362","37,923","17,851,037",75.0,"265,678,775","844,731","68,003","17,455,943","204,148,897",57,24.0,227,5,9.0,"1,456,328",8.0,"27,745,557","3,997",,"739,587",,1
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16,Players,Players,Coi Leray,11/30/2022,USUM72222387,230,101.8,"465,588,517","91,658","60,607,887",67.0,"109,781,672","1,706,148","1,456,347","477,814,190","4,784,803,362","383,354,491",110.0,"453,212","7,098",42.0,"843,815",63.0,"37,137,946","16,871",,"5,620,077",,1
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14,Bite Me,DARK BLOOD,ENHYPEN,5/22/2023,USA2P2319853,"1,713",35.3,"263,851,286","17,657","7,369,849",73.0,"161,653,032","3,135,324","120,256","103,362,311","483,823,339","73,829,305",18.0,"2,228",28,3.0,"50,385",11.0,"997,675","1,454","1,403,690","434,604",,0
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,6,0,113,134,B,Major,76,61,58,6,0,16,3,Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,5/26/2023,USQX92303185,"1,978",32.4,"132,870,060","27,561","8,424,250",69.0,"27,715,495","361,926","39,700","4,608,976","62,570,724","174,646,320",36.0,"7,685",50,10.0,"57,855",35.0,"60,540,256","16,095","3,089,208","393,651",,1
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12,Normal,Normal,Feid,7/8/2022,USUM72211935,804,54.1,"724,772,954","76,821","31,039,211",76.0,"395,704,504","1,556,356","86,775","25,803,660","237,386,912","472,550,280",59.0,"28,567",239,22.0,"4,507,712",32.0,"9,638,456","2,516",,"956,990",,1
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,1,20,5,0,1,81,F#,Major,59,26,60,46,1,25,13,Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72307467,"4,208",20.6,"88,524,099","26,884","4,613,355",63.0,"25,881,919","309,105","1,897","2,333,269","15,122,285","15,453",14.0,124,,1.0,"8,934",2.0,"1,714,633","2,461",,"828,611",,0
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,Bad Habit,Bad Habit,Steve Lacy,6/29/2022,USRC12201440,207,105.8,"1,087,938,471","220,515","63,054,597",73.0,"147,472,695","2,050,299","902,163","360,938,850","2,783,442,788","2,111,662,944",132.0,"2,962","1,461",69.0,"3,999,785",58.0,"13,639,179","45,788","26,683,563","4,118,983",,1
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,Bad Habit,Gemini Rights,Steve Lacy,7/14/2022,USRC12202615,"1,686",35.6,"1,087,201,670","2,735","1,047,977",45.0,"34,379,313","714,505",,,,"6,176,997",28.0,"400,366",,1.0,"14,681",2.0,,,,,,0
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742,215,88,330,26,23,115,G,Major,78,64,69,4,0,7,14,CUFF IT,RENAISSANCE,Beyoncï¿,7/29/2022,USSM12206232,213,104.9,"795,960,535","100,204","68,659,216",73.0,"176,996,169","1,606,296","2,762,888","945,005,125","11,215,597,325","251,341,543",182.0,"481,547",818,108.0,"3,025,424",142.0,"41,249,326","32,516",,"3,861,203",,1
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,29,26,43,5,44,91,G,Major,82,47,62,10,0,10,15,Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,4/21/2023,USUM72305943,"1,508",37.8,"237,741,410","39,503","20,043,997",61.0,"86,652,111","676,137","314,300","33,678,445","411,538,350","10,320,009",37.0,"22,112",130,32.0,"499,187",13.0,"3,040,416",525,,"482,221",,0
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,Search & Rescue,Search & Rescue,Drake,4/7/2023,USUG12301601,329,84.6,"337,858,357","96,709","21,646,810",69.0,"40,938,953","336,819","106,645","21,329,637","192,701,225","235,007,162",89.0,"119,741",162,15.0,"535,329",13.0,"44,542,627","18,653","14,784,764","1,383,076",,1
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8,Lavender Haze,Midnights,Taylor Swift,10/21/2022,USUG12205734,"1,090",45.9,"711,138,043","42,535","28,394,531",73.0,"26,695,871","411,132","90,029","35,207,211","302,181,012",,66.0,"249,917","1,936",11.0,"844,207",54.0,"54,466,202","20,497",,"900,372",,1
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5,Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214884,292,90.1,"1,293,773,697","115,332","51,081,689",77.0,"501,908,214","2,730,759","2,482,560","549,037,519","6,046,489,956","179,322,656",50.0,"33,285",48,16.0,"2,258,927",51.0,"43,667,676","13,112",,"1,927,360",,1
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22,Cupido,Cupido,TINI,2/14/2023,USHR12245118,905,50.7,"358,240,136","35,751","23,674,275",70.0,"216,226,939","844,073","827,378","189,261,300","2,253,379,250","20,052,884",42.0,"33,335",317,33.0,"444,294",77.0,"243,118",294,,"556,867",,0
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3,Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,85.8,"665,519,026","152,193","67,322,941",68.0,"187,947,945","2,379,515","1,016,531","606,205,784","5,516,142,056","169,512,700",73.0,"4,066","5,729",20.0,"707,505",93.0,"30,928,677","53,530",,"3,245,670",,1
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3,Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/16/2022,USAT22219268,"3,173",24.5,"665,145,968","5,887","961,483",46.0,,,,,,,18.0,"231,230",,,,,,,,,,0
Unstoppable,Sia,1,2016,1,21,7681,13,939844851,119,66,"1,145",2,,174,A,Major,47,27,78,11,0,10,8,Unstoppable,Unstoppable,Sia,1/21/2016,USRC11502934,548,65.5,"1,285,237,951","166,761","75,244,498",76.0,"1,383,536,938","11,277,243","7,657,876","920,079,246","14,808,888,629","2,811,155,497",124.0,"654,509",549,86.0,"1,468,966",52.0,"92,645,908","86,880",,"15,422,384",,0
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4,Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,83.0,"1,020,452,066","169,696","52,678,003",73.0,"385,820,349","4,710,732","796,783","391,999,548","3,320,885,451","3,540,186,470",75.0,"269,792","1,886",30.0,"897,931",42.0,"38,544,039","26,435","8,598,138","11,693,340",,0
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24,Rich Flex,Her Loss,Drake,11/4/2022,USUG12208598,320,85.5,"812,274,757","185,579","57,165,405",73.0,"86,053,276","651,228","317,033","223,409,952","1,834,709,832","41,553,113",116.0,644,128,27.0,"1,296,204",54.0,"61,423,121","33,488",,"2,300,268",,1
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24,Rich Flex,Her Loss,Drake,11/3/2022,USUG12208614,"2,520",28.2,"811,888,874","5,471","1,026,240",46.0,"34,057,109","415,396",,,,,23.0,"224,115",,,,,,,,,,0
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,Easy On Me,Easy On Me,Adele,10/14/2021,USSM12105970,88,163.2,"1,720,918,065","209,635","93,875,458",73.0,"1,194,846,205","13,561,925","1,912,194","733,101,955","7,860,224,413","6,353,555,150",325.0,"774,277","1,316",257.0,"5,323,750",100.0,"203,324,731","126,594",,"7,569,155",,0
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,30,1,11,108,A,Minor,84,55,47,26,0,20,64,Cartï¿½ï¿½o B,Cartï¿½ï¿½o B,MC Caverinha,5/11/2023,BRRGE2300377,"2,917",25.8,"143,421,339","23,431","7,023,908",63.0,"108,239,669","1,037,417","40,500","12,310,702","125,638,371","5,015,995",6.0,449,,14.0,"399,034",10.0,,,,"75,108",,0
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,"3,271",1,17,104,F,Minor,95,78,66,3,0,4,6,The Real Slim Shady,The Source Hip-Hop Hits Vol. 4,Eminem,1/1/2000,USIR10000448,"2,796",26.5,"1,798,020,679","352,947","75,283,550",81.0,"961,666,231","7,927,293","74,682","86,740,640","771,015,965","568,968,886",93.0,"70,311",82,68.0,"2,765,272",46.0,"508,575,450","1,263,577","1,131,521","6,637,985",,1
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11,MERCHO,MERCHO,LiL CaKe,12/16/2022,ARF102200411,738,56.4,"366,462,735","52,345","27,129,754",67.0,"184,622,271","842,979","1,617,600","191,086,404","2,944,174,250","5,649,989",29.0,"23,573",,31.0,"257,981",27.0,,,,"769,452",,0
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5,The Color Violet,Alone At Prom,Tory Lanez,12/10/2021,QZTGW2100275,833,53.1,"806,918,358","152,298","19,863,721",79.0,"105,278,538","1,053,733","40,106","22,514,603","251,896,836","3,583,107",22.0,"2,409",,2.0,"22,675",3.0,"893,116","8,036","16,338,259","2,322,363",,0
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5,Glimpse of Us,Glimpse of Us,Joji,6/10/2022,USWB12201789,242,99.8,"1,262,308,912","234,936","83,890,841",74.0,"66,246,839","2,067,331","865,354","1,031,153,514","8,988,453,878","4,898,615,770",97.0,"116,337",620,40.0,"2,380,981",45.0,"9,562,991","17,436","12,895,440","4,350,230",,0
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,11,0,1,178,C#,Minor,62,56,66,18,0,12,5,Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/2023,QM6N22374183,"3,552",22.8,"81,623,095","18,046","6,605,054",59.0,"109,132,919","1,146,510",,,,,18.0,"3,065",,2.0,"4,440",18.0,"3,900,142",880,,"231,295",,1
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,9,0,49,104,E,Minor,80,38,88,11,0,11,5,UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,5/1/2023,USA2P2310663,"2,639",27.4,"223,652,808","18,262","11,833,709",70.0,"129,099,788","2,078,161","85,400","75,312,218","705,088,821","266,676,222",29.0,"2,567",32,4.0,"24,189",38.0,"493,588",471,,"324,686",,0
Haegeum,Agust D,1,2023,4,21,244,12,118810253,6,84,10,2,9,85,G,Major,70,83,84,31,0,47,30,Haegeum,D-DAY,Agust D,4/21/2023,USA2P2310691,"4,485",19.7,"285,039,741","8,884","17,220,812",75.0,"80,959,733","5,337,877","151,700","111,667,305","528,452,231","124,964,447",14.0,"1,864",40,5.0,"919,359",8.0,"1,329,215",168,,"187,778",,0
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,17,7,41,1,29,117,F#,Minor,77,69,58,39,0,26,5,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich The Kid) ,Matuï¿,4/30/2023,BXW922200014,"2,453",28.8,"159,579,530","29,495","10,067,664",67.0,"113,216,772","1,817,753","21,800","7,387,254","68,969,483","92,356,691",20.0,"2,829",,32.0,"618,294",18.0,,,,"161,952",,1
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629,15,26,30,6,0,80,,Major,52,57,48,86,0,15,39,MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72300862,506,68.7,"426,341,106","29,511","24,418,991",76.0,"304,538,874","2,238,586","1,577,292","68,382,766","871,654,140","172,894,442",22.0,"31,573",131,18.0,"2,850,884",57.0,"18,389,679","4,957",,"587,533",,0
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,46,5,51,0,20,98,F,Major,44,36,41,50,0,38,5,Never Felt So Alone,Never Felt So Alone,Labrinth,4/7/2023,USSM12302165,"1,275",41.9,"269,669,185","44,019","21,429,823",67.0,"29,035,288","608,532","581,320","71,546,908","531,883,271","310,252,051",43.0,"10,042",444,23.0,"268,315",11.0,"5,505,845","2,665","3,725,738","1,595,888",,0
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,C#,Minor,79,58,78,34,0,11,25,X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2/3/2023,USUM72222547,"1,887",33.4,"491,242,756","37,814","18,470,152",75.0,"80,668,854","1,002,368","37,716","4,293,404","77,308,719","1,693,129",57.0,"23,639",37,30.0,"2,744,817",32.0,"28,747,940","3,596",,"734,819",,1
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,48,0,6,148,A,Major,51,27,33,48,0,22,3,ceilings,five seconds flat,Lizzy McAlpine,4/8/2022,GBKPL2280163,"1,944",32.8,"540,382,129","67,808","85,710,040",76.0,"33,922,247","572,580","681,271","330,884,076","2,631,370,364","237,035,026",76.0,"24,819",558,31.0,"1,893,859",58.0,"5,849,073","5,565","3,195,140","1,224,138",,0
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,15,93,30,0,320,120,D,Major,77,94,66,65,0,38,3,Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/2023,KSA012239180,"1,256",42.2,"212,084,990","34,632","4,625,072",37.0,"191,028,847","3,745,346","159,346","66,491,755","543,360,467","54,875,497",15.0,"41,846",809,,,4.0,"2,219,997","17,467",,"1,249,929",,0
I AM,IVE,1,2023,4,10,366,15,123132751,16,102,7,0,55,122,E,Minor,68,38,88,1,0,8,5,I AM,I've IVE,IVE,4/10/2023,QM4TX2337764,"1,326",40.8,"269,067,890","20,356","8,290,715",71.0,"256,133,933","2,369,761","103,447","53,293,582","473,159,481","576,651,305",34.0,"4,050",30,2.0,"4,892",25.0,"498,947","2,286",,"523,507",,0
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518,0,0,6,0,0,144,F,Major,74,75,73,42,0,9,4,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,4/8/2023,KRA252300672,42,211.2,"170,970,614","27,827","5,784,546",41.0,"22,280,037","334,523","14,348,249","948,225,544","12,196,985,599",,2.0,672,,4.0,"35,737",9.0,"270,610","3,170",,,,1
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,33,96,D,Major,93,47,47,33,0,10,36,Shorty Party,Shorty Party,Cartel De Santa,3/4/2023,MX3602300010,633,60.4,"323,657,766","28,785","11,052,463",69.0,"373,726,087","2,491,193","416,201","53,038,445","623,071,891","304,414,240",9.0,"2,712",1,3.0,"1,108,265",7.0,"13,592,777","11,376",,"2,690,874",,1
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,9,0,55,137,G#,Major,77,35,88,16,0,17,9,Super,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,SEVENTEEN,4/24/2023,USA2P2310675,"1,839",33.9,"210,481,840","14,690","8,191,208",67.0,"209,677,493","2,906,443","95,008","178,551,449","1,027,127,321","571,782,627",29.0,"3,674",27,5.0,"180,148",24.0,"645,104",601,,"491,972",,0
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,21,4,13,0,4,121,F#,Minor,94,71,61,12,0,53,42,Slut Me Out,Slut Me Out - Single,NLE Choppa,4/15/2022,USWB12200942,"2,867",26.1,"346,862,697","72,540","23,493,477",67.0,"28,725,574","481,537","60,398","29,004,515","186,623,555","29,533,696",8.0,156,35,8.0,"35,925",4.0,"7,754,964","27,818",,"814,265",,1
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,28,0,0,119,A,Minor,60,10,57,1,0,50,3,Double Fantasy (with Future),Double Fantasy,The Weeknd,4/21/2023,USUG12302627,"2,597",27.7,"180,940,067","36,631","14,272,823",66.0,"51,093,878","753,208","4,000","5,091,663","47,997,951","12,311,591",31.0,"8,147",27,10.0,"290,434",11.0,"6,271,165","1,216","1,442,615",,,1
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,20,111,C#,Major,87,53,52,66,1,11,5,PROVENZA,PROVENZA,KAROL G,4/22/2022,USUM72205906,151,123.8,"1,185,929,926","103,026","64,847,502",76.0,"1,229,843,060","5,870,729","1,300,337","251,445,963","2,829,294,043","763,687,717",115.0,"130,158",688,75.0,"7,349,218",90.0,"92,136,339","29,371",,"3,397,861",,0
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,0,0,0,148,A,Major,90,74,68,14,0,10,19,Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,4/14/2023,USUG12300211,"2,829",26.3,"220,270,601","34,862","34,947,789",67.0,"32,354,134","356,483","219,907","98,324,852","905,030,524",,,"8,968","1,620",,,,,,,,,1
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,37,182,A,Major,57,80,59,8,0,6,5,Di Que Si,Di Que Si,Grupo Marca Registrada,2/3/2023,USA2P2308597,"4,520",19.6,"278,308,556","22,061","8,857,760",61.0,"37,305,033","258,130",,,,,12.0,"4,017",,3.0,"64,646",7.0,"26,681,267","4,638",,"693,344",,0
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,234,71,543,18,,141,D,Major,79,82,86,28,0,4,9,Shivers,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100671,330,84.4,"1,568,058,093","188,855","77,441,110",77.0,"683,237,554","4,641,763","389,848","88,427,778","1,292,107,474","4,334,606,324",263.0,"925,333","1,773",222.0,"4,658,778",112.0,"290,859,819","66,708",,"10,179,048",,0
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,4,145,E,Minor,76,80,81,19,0,6,9,Igualito a Mi Apï¿,Pa Que Hablen,Fuerza Regida,12/30/2022,QZ9QQ2200167,"1,585",36.8,"316,447,060","27,766","12,168,890",72.0,"254,781,747","1,096,192",,,,"1,170,727",27.0,54,,5.0,"199,071",7.0,"24,965,083","4,579",,"425,924",,1
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110,B,Minor,76,26,70,1,0,41,6,Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,4/25/2023,KSA002300722,"2,903",25.9,"156,994,096","14,231","5,565,204",61.0,"147,699,486","22,687","15,086","27,140,570","180,459,570","53,993,902",17.0,"3,500",18,3.0,"19,908",11.0,"959,435",375,,"628,505",,0
Komang,Raim Laode,1,2022,8,16,158,4,137123880,5,6,1,1,18,134,G,Major,70,35,41,41,0,10,3,Komang,Komang,Raim Laode,8/17/2022,SGB502228663,"1,378",39.8,"329,763,216","16,110","3,893,973",70.0,"98,333,231","661,439","2,849,800","293,982,530","3,870,057,710",,7.0,"3,265",,,,,,,,"108,281",,0
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,422,15,55,130,G,Major,92,78,62,18,0,6,10,DESPECHï¿,DESPECHï¿,ROSALï¿½,7/28/2022,USSM12207207,166,116.9,"1,003,487,432","126,402","88,024,543",73.0,"621,874,255","2,859,234","2,409,247","476,447,290","6,208,638,113","672,233,681",152.0,"175,614","1,077",105.0,"6,388,819",97.0,"40,988,020","6,129",,"3,205,234",,1
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7,Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,"720,720,922","74,295","89,509,926",77.0,"221,078,988","2,557,839","4,687,520","1,252,326,407","15,247,253,457","718,932,832",108.0,"412,680","5,869",43.0,"1,491,347",59.0,"81,828,913","36,462",,"3,086,624",,0
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,B,Minor,69,36,90,1,10,15,4,Watch This - ARIZONATEARS Pluggnb Remix,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],Lil Uzi Vert,2/5/2023,USAT22301358,837,53.1,"377,174,503","100,095","41,254,482",71.0,,,,,,,,,,10.0,"1,314,061",8.0,"196,473","1,346","12,340,277",,,1
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,17,80,22,9,38,173,,Major,59,69,53,12,0,23,3,No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,4/28/2022,QZHN72212529,973,49.0,"582,023,797","48,881","17,367,502",70.0,"293,059,162","1,383,526","1,100,596","64,787,440","805,988,782","40,039",26.0,"18,750",222,6.0,"53,465",16.0,"84,722,896","25,730","192,143","1,946,266",,0
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,17,80,22,9,38,173,,Major,59,69,53,12,0,23,3,No Se Va,No Se Va,Grupo Frontera,12/1/2022,USDA12211641,"1,137",44.6,"51,750",67,"3,924",,"610,569,249","2,662,885",,,,"41,692,770",,547,,,,,,,,,,0
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10,METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,QZS642102633,746,56.2,"624,007,138","88,566","48,503,856",76.0,"300,340,121","3,913,127","386,544","202,072,663","2,052,187,356","129,187,266",17.0,288,,4.0,"105,339",9.0,"2,406,709","5,823","34,791,272","2,577,920",,1
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603,4,71,16,1,9,132,,Minor,59,56,82,12,0,12,6,Set Me Free Pt.2,Set Me Free Pt.2,Jimin,3/17/2023,USA2P2251867,"2,554",28.0,"350,802,342","12,581","16,368,476",76.0,"150,660,549","5,807,332","182,865","104,841,360","494,628,703","166,154,392",5.0,"2,402",,24.0,"4,592,140",8.0,"2,552,268",686,,"437,897",,1
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3,I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800570,"3,488",23.1,"995,463,505","139,596","44,549,966",78.0,"283,348,553","3,003,483","32,188","23,839,570","175,752,903","4,107,073",28.0,283,,20.0,"255,988",,"18,564,718","7,254",,"3,364,449",,0
Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,53,120,62,0,2,110,,Major,82,67,69,0,0,18,4,Shut Down,BORN PINK,BLACKPINK,9/16/2022,KRA402200020,497,69.0,"654,818,451","39,852","17,682,503",67.0,"633,781,726","11,421,404","844,032","374,048,198","3,365,539,262","383,386,318",34.0,"18,744",201,15.0,"202,016",29.0,"2,834,793","6,453",,"909,449",,0
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,0,94,G#,Major,89,61,66,17,0,36,16,Gato de Noche,Gato de Noche,ýýengo Flow,12/22/2022,QMFMF2216359,"1,547",37.3,"427,842,597","59,365","26,456,238",66.0,"103,306,657","870,677","21,809","10,011,741","92,071,601","843,106",27.0,"11,285",11,12.0,"2,170,401",27.0,"19,800,808","3,028",,"688,397",,1
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4,Call Out My Name,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800560,603,61.6,"1,780,889,877","229,909","75,001,452",79.0,"1,366,385,062","10,766,000","284,554","89,244,170","742,902,070","288,311,308",121.0,"3,403",4,62.0,"333,884",29.0,"173,195,736","97,371","16,332,502","8,331,752",,0
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258,8,77,2,1,1,123,G,Minor,70,86,68,24,0,11,4,Rosa Pastel,Rosa Pastel,Peso Pluma,4/20/2023,QM4TX2394694,"2,391",29.2,"192,231,633","22,780","5,337,724",65.0,"111,990,624","724,790","9,007","2,993,894","32,536,991",,12.0,64,,1.0,72,7.0,"11,822,210","1,981","2,742,045","289,402",,1
