track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,Shallow,Shallow,Lady Gaga,9/27/2018,USUM71813192,204,106.9,"2,447,973,078","221,822","90,174,192",78.0,"2,732,311,956","15,274,815","52,698","11,103,476","168,789,459","2,310,840,501",261.0,"228,874",135,158.0,"1,551,217",95.0,"387,105,091","651,760","1,196,386","153,863",,0
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,Polaroid Love,DIMENSION : ANSWER,ENHYPEN,1/10/2022,USA2P2146748,"4,102",21.0,"283,455,095","30,103","7,031,163",68.0,"153,119,745","2,763,024","574,323","302,839,855","2,468,865,989","118,249,917",9.0,"3,305",21,2.0,"6,152",14.0,"1,479,536","1,384",,"401,676",,0
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,4/28/2021,USUG12102313,810,53.9,"844,630,935","94,185","54,080,564",74.0,"269,892,715","2,020,373","71,293","17,326,017","182,430,905","993,825,483",147.0,"380,249",940,21.0,"620,249",27.0,"139,703,215","15,853",,"7,138,195",,0
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,Permission to Dance,Butter / Permission to Dance,BTS,7/9/2021,QMFME2102684,728,56.8,"675,763,141","43,682","27,994,315",68.0,"881,072,427","29,073,682","1,450,747","511,168,140","3,653,167,411","849,311,055",120.0,"44,988",82,14.0,"202,608",57.0,"3,883,730","8,899",,"1,730,648",,0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,1/15/2021,GBCEN2000163,577,63.3,"979,440,925","257,132","93,789,915",72.0,"43,045,405","285,558","419,400","21,243,042","269,812,694","88,241",286.0,"238,633",,159.0,"4,203,809",46.0,"21,699,241","18,631","6,709,391","8,389,740",,0
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,RAPSTAR,RAPSTAR,Polo G,4/9/2021,USSM12101640,615,61.2,"923,823,292","218,155","31,818,910",72.0,"300,905,049","3,235,053","147,432","71,450,602","619,442,138","275,110,787",143.0,"128,393",554,28.0,"283,344",49.0,"51,760,583","51,356",,"2,180,167",,1
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,'Till I Collapse,The Eminem Show,Eminem,5/26/2002,USIR10211066,"2,651",27.4,"1,958,809,069","282,888","74,055,843",79.0,"1,463,549,979","10,918,289","41,045","6,151,095","54,356,279","324,314,535",83.0,"1,714",25,37.0,"924,049",29.0,"618,998,662","1,209,416",,"4,812,702",,1
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,Memories,Memories,Maroon 5,9/20/2019,USUM71913350,194,109.3,"2,011,072,164","222,804","49,920,599",77.0,"1,290,292,327","11,720,744","2,377,898","155,233,360","1,458,416,059","2,403,585,054",268.0,"765,565",403,445.0,"1,033,541",50.0,"403,824,864","253,642",,"14,241,952",,0
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,Memories,Memories,Conan Gray,4/15/2022,USUM72204111,"2,494",28.5,"445,742,307","68,570","23,007,042",72.0,"65,247,352","1,302,190","118,871","53,270,295","299,317,588","2,205,915,138",9.0,"2,878",3,9.0,"12,015",18.0,"1,484,701","5,098","2,312,729","2,074,587",,0
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,8/12/2021,QM9WM2100063,"2,332",29.6,"240,138,585","43,572","11,285,970",56.0,"200,632,603","1,367,067","1,845,758","267,131,680","3,307,238,247","67,529,333",34.0,"7,909",,7.0,"33,136",2.0,"1,857,076","1,135","601,959","601,506",,1
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73.0,"869,498,397","4,948,905","916,770","122,604,577","1,607,695,575","166,684,466",80.0,"28,464",170,29.0,"394,359",64.0,"6,768,367","3,258",,"1,358,270",,0
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,11/18/2021,QMDA62184373,"3,771",22.0,"200,764,254","45,002","9,737,159",57.0,"217,898,959","1,101,215","21,898","1,749,382","28,799,405","206,809,601",35.0,"2,877",24,4.0,"42,446",5.0,"12,777,518","1,196",,"447,896",,1
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,MAMIII,MAMIII,Becky G,2/10/2022,USRC12200425,337,83.1,"911,797,058","80,109","53,928,265",74.0,"628,307,968","4,924,401","1,741,513","267,846,050","3,410,691,967","36,403,252",125.0,"165,243",430,59.0,"3,772,475",83.0,"112,920,660","34,289","190,971","3,561,445",,1
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,Boyfriend,Boyfriend,Dove Cameron,2/11/2022,USQX92200693,774,55.1,"637,836,235","96,878","50,739,981",68.0,"182,917,309","3,547,237","488,047","311,431,134","1,955,825,500","3,121,389,798",54.0,"241,487","2,099",38.0,"346,695",35.0,"54,288,683","24,559",,"2,178,227",,1
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,Boyfriend,Believe,Justin Bieber,1/1/2012,USUM71202650,"3,614",22.6,"538,918,222","73,149","29,404,069",70.0,"992,302,781","6,629,367","260,418","26,028,741","149,188,520","184,669,606",43.0,"5,481",66,20.0,"206,290",17.0,"196,398,467","707,576","313,957","3,052,967",,0
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,USAT22107359,782,54.7,"593,554,969","84,288","17,284,885",67.0,"284,499,511","3,909,648","506,518","475,880,505","4,729,678,365","3,277,338,062",98.0,"201,936",866,30.0,"685,471",48.0,"55,256,200","10,657","2,916,780","2,231,820",,0
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,In Da Club,Q-music Top 500 Van Deze Eeuw - 2011,50 Cent,8/26/2011,NLD141100088,"3,981",21.4,"10,163,724",11,111,,"2,248,807,705","13,922,683",,,,"789,447,890",,,,,,,,,,,,0
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,she's all i wanna be,she's all i wanna be,Tate McRae,2/4/2022,USRC12103120,"1,324",40.8,"452,628,341","58,658","18,026,092",71.0,"107,628,561","1,112,016","47,261","27,518,167","230,696,336","3,056,489,157",90.0,"288,272",671,21.0,"636,104",42.0,"57,361,268","9,352",,"2,526,560",,0
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,Ginseng Strip 2002,Lavender - Single,Yung Lean,1/1/2013,SEY491300006,"4,202",20.6,"276,992,369","105,690","11,367,953",64.0,"126,116,178","2,585,938","8,515,109","1,684,766,527","17,759,263,793","118,201,104",10.0,393,423,12.0,"66,615",,"967,609","4,145",,"3,822,373",,1
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,Notion,Futureproof,The Rare Occasions,8/5/2016,USHM21617726,"3,325",23.8,"597,718,233","172,980","21,596,820",76.0,"152,225,528","2,379,610","427,031","256,949,531","1,985,146,213",,11.0,432,57,11.0,"24,591",6.0,"6,377,646","15,398","23,761,659","3,504,438",,0
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,Formula,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,USQX91902497,"4,034",21.2,"836,491,531","114,619","24,572,791",79.0,"95,215,206","1,310,860","194,090","197,169,982","1,679,330,230","1,517,468",27.0,155,303,22.0,"210,733",,"2,182,680","5,310",,"1,759,253",,0
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22,Mount Everest,Mount Everest,Labrinth,6/21/2019,GBHMU1800032,"2,734",26.9,"612,159,812","128,472","33,056,872",72.0,"218,832,200","3,089,060","911,853","458,425,066","3,490,816,416","3,238,676",32.0,34,301,23.0,"112,133",14.0,,,,"4,948,372",,1
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,12/10/2021,USUG12200313,"4,381",20.0,"233,582,276","70,988","10,942,850",64.0,"35,114,944","551,931","14,725","1,119,551","13,572,005","172,617,170",9.0,"2,731",,6.0,"107,022",3.0,"8,846,192","6,564",,"530,477",,1
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,1/14/2022,ES5152101308,"2,924",25.8,"283,228,006","63,076","8,936,948",62.0,"169,044,728","998,010","147,165","84,459,330","906,688,195","237,830,514",13.0,"4,039",,8.0,"12,464",22.0,,,,"696,795",,1
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,Down Under (feat. Colin Hay),Down Under,Luude,11/19/2021,AUDCB1701966,"1,403",39.5,"315,606,874","125,064","22,299,331",60.0,"43,371,856","337,831","138,126","79,193,751","952,538,696","116,834,392",53.0,"39,143",,16.0,"183,454",28.0,"312,310",577,"12,535,195","2,008,349",,0
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,Mujeriego,Mujeriego - Single,Ryan Castro,12/17/2021,COSO12100328,"1,158",44.1,"285,723,562","63,343","16,024,245",63.0,"316,060,497","3,601,489","1,645,802","630,242,190","6,484,877,304","43,034,965",32.0,"17,619",715,28.0,"11,861,287",24.0,"2,371,513","4,437",,"3,132,192",,0
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/2017,USUM71703085,466,71.4,"2,226,869,580","311,766","77,191,099",80.0,"1,281,355,260","11,551,257","1,180,701","90,304,316","769,720,113","209,307,607",357.0,"84,979",692,111.0,"657,065",94.0,"562,540,114","476,433",,"7,692,756",,1
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6,A Tu Merced,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030959,"2,856",26.1,"778,269,101","94,041","20,880,365",70.0,"357,643,934","1,517,496","80,500","42,847,884","287,886,349","1,278,210",35.0,"3,929",,12.0,"77,806",8.0,"26,315,157","4,614",,"671,048",,0
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,Numb Little Bug,Numb Little Bug,Em Beihold,1/28/2022,USUM72200626,"1,143",44.5,"360,584,207","68,868","18,801,509",66.0,"41,254,765","1,015,183","177,123","69,378,146","667,895,022","8,474,222",34.0,"350,811","2,116",19.0,"22,388",37.0,"73,893,449","39,102",,"2,132,903",,0
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,Problemï¿½,Problemï¿½,Alvaro Diaz,10/22/2021,USUM72118879,"2,548",28.1,"275,492,185","47,297","14,033,837",68.0,"104,950,820","697,838","1,698,681","279,415,195","2,603,158,294","31,265,536",35.0,"6,549",2,13.0,"759,534",14.0,"7,459,382",848,,"779,473",,0
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5,Malvada,Malvada,Zï¿½ï¿½ Fe,1/28/2022,BRTLW2100037,"2,382",29.2,"166,427,224","17,110","7,754,576",53.0,"401,495,057","2,782,962","660,700","105,899,920","1,504,623,313","724,605,425",18.0,"1,462",,25.0,"320,796",6.0,"7,412",,,"141,986",,0
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18,Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/2021,QZAKB2136210,551,65.3,"241,632,869","58,384","11,312,967",67.0,"179,211,319","1,646,854","2,843,662","390,407,298","3,549,690,741","106,620,435",38.0,"211,697",550,7.0,"462,675",36.0,"147,650,715","84,029","12,316,319","2,325,531",,1
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,Thinking Out Loud,Piano Moods: 50 Songs,Ed Sheeran,3/28/2017,ITD541500554,693,58.0,"473,328",17,"2,117",7.0,"3,777,105,479","15,214,286",,,,"694,599,255",,,,,,,,,,,,0
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12,Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,USQX91902507,"2,185",30.6,"666,107,710","127,503","40,134,293",71.0,"234,005,957","3,231,466","1,536,372","544,725,899","5,185,694,852","4,405,061",71.0,"1,195",23,27.0,"224,993",9.0,"3,326,824","15,554",,"4,161,911",,0
Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,Forever,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,USQX91902499,"2,949",25.7,"321,892,912","74,664","17,317,980",62.0,"71,926,168","1,129,180","3,600,000","905,260,724","11,338,513,351","2,223,763",16.0,285,162,11.0,"38,455",3.0,"1,993,633","4,777",,"2,306,775",,0
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3,Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,"2,738,293,818","251,033","108,433,327",74.0,"2,372,399,124","26,919,886","5,815,851","140,938,643","1,859,977,153","2,305,437,038",380.0,"531,893",378,570.0,"2,693,006",89.0,"337,815,285","426,555",,"15,254,141",,0
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,NEW MAGIC WAND,IGOR,"Tyler, The Creator",5/17/2019,USQX91901115,"3,703",22.3,"617,991,511","145,653","18,875,661",74.0,"100,752,374","1,194,201","98,442","100,573,264","661,984,472","6,476",16.0,194,,8.0,"73,030",4.0,"2,686,472","12,461",,"1,512,216",,1
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,Adore You,Adore You,Harry Styles,12/6/2019,USSM11912588,442,73.2,"1,670,164,200","171,120","93,127,826",78.0,"721,445,001","8,290,855","381,926","125,662,413","805,399,161","1,840,306,341",254.0,"811,625",408,131.0,"1,195,898",59.0,"137,719,148","80,750",,"6,307,292",,0
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5,La Santa,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030933,"2,361",29.3,"915,557,792","96,498","35,375,775",75.0,"372,427,636","1,612,028","13,000","8,552,412","69,210,381","36,886,200",86.0,"10,704",,25.0,"403,347",23.0,"86,039,052","13,906",,"1,024,927",,1
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22,Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,3/11/2022,QMCE32200232,"1,500",37.9,"359,563,711","50,913","44,666,984",64.0,"129,735,943","1,701,169","9,283","3,216,719","35,564,746","4,873,958,099",51.0,"276,136","1,460",26.0,"169,737",62.0,"23,711,164","9,159",,"1,702,634",,1
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4,Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,USSM12200047,539,66.2,"907,821,800","106,835","71,070,491",68.0,"242,506,280","2,540,594","165,069","54,851,263","702,113,761","4,973,499,360",152.0,"478,141","1,115",98.0,"2,702,560",79.0,"47,200,073","18,000",,"7,126,240",,0
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8,Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,"839,405,565","107,431","27,444,811",75.0,"662,287,768","4,695,932","3,874,773","422,978,919","4,817,726,878","438,066,241",41.0,"29,848",601,19.0,"1,780,823",46.0,"8,328,637","7,361",,"2,351,019",,1
Envolver,Anitta,1,2021,11,11,4673,2,546191065,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8,Envolver,Envolver - Single,Anitta,11/11/2021,USWL12100576,401,76.2,"635,241,142","77,669","44,546,385",65.0,"836,072,339","4,909,216","2,101,465","699,278,513","9,427,647,770","1,434,107,266",102.0,"86,127",402,72.0,"1,135,788",86.0,"19,183,846","6,406",,"2,534,489",,0
Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28,Starlight,Starlight,Dave,3/3/2022,GBUM72201160,"1,668",35.7,"300,668,168","114,589","7,654,318",67.0,"77,123,844","796,822","214,063","67,997,711","669,672,487","30,979,081",31.0,"10,866",67,13.0,"78,821",20.0,"83,973",329,,"1,079,185",,1
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4,Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,FR2X42253130,"3,627",22.5,"306,652,166","21,841","7,413,119",69.0,"225,136,062","2,113,507","371,413","158,047,875","1,719,389,454",,17.0,"13,846",,,,,,,,"107,807",,0
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8,DANï¿½ï¿½A,DANï¿½ï¿½A,PEDRO SAMPAIO,2/1/2022,BRWMB2200077,"4,471",19.7,"231,523,576","35,530","9,584,099",58.0,"173,364,125","1,394,374","2,235","96,354","2,321,734","99,542,687",31.0,"16,600",4,38.0,"271,584",8.0,"6,862",72,,"697,492",,0
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,Jordan,Jordan,Ryan Castro,4/30/2021,FR96X2111994,"1,037",47.1,"535,847,791","57,454","22,561,916",73.0,"602,969,531","3,455,570","2,054,500","440,899,222","5,134,093,462","126,173,423",23.0,"16,697",394,9.0,"55,353",29.0,"1,005,285","1,583",,"1,079,602",,0
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,Nail Tech,Nail Tech,Jack Harlow,2/18/2022,USAT22200223,"3,497",23.1,"224,376,030","65,837","16,010,323",56.0,"67,524,036","880,646","28,152","15,485,348","205,572,867","491,741,705",28.0,"28,104",103,17.0,"45,115",9.0,"10,975,482","3,861",,"581,658",,1
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4,Chale,Chale - Single,Eden Muï¿½ï,2/18/2022,MXB952200017,794,54.5,"414,104,069","33,044","18,247,093",67.0,"665,626,745","2,889,082","968,864","248,485,504","2,953,043,191","28,563,266",18.0,"17,222",361,4.0,"196,022",43.0,"40,508,092","7,944","2,525,726",,,0
DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4,DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2/15/2022,KRA402100151,"1,396",39.7,"224,285,122","23,891","5,328,396",63.0,"171,821,740","3,263,544","3,250,466","181,066,454","1,829,158,410","11,752,273",9.0,"8,636",23,,,8.0,"75,877",144,,"869,565",,0
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3,Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,2/18/2022,MXF012200055,"1,580",36.9,"469,278,591","30,545","19,963,782",76.0,"386,430,123","2,100,967","357,998","32,595,231","572,889,929","7,616,955",28.0,"15,744",281,20.0,"3,872,499",37.0,"51,780,341","6,375",,"1,140,459",,0
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4,Freaky Deaky,Freaky Deaky - Single,Tyga,2/25/2022,USUYG1414608,"3,071",25.0,"175,043,767","35,769","7,846,959",59.0,"115,406,648","1,162,510","29,012","13,278,991","131,915,166","294,033,837",22.0,"121,820",322,9.0,"117,592",11.0,"36,402,026","8,234",,"1,235,764",,1
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6,this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,9/3/2021,GBKPL2163189,"1,531",37.5,"477,620,800","108,333","12,027,452",72.0,"149,501,582","5,261,064","291,778","338,814,084","2,841,508,008","1,169,610,385",21.0,"12,776",805,10.0,"629,635",2.0,"4,569,371","14,620","6,854,257","2,230,806",,0
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,Hope,?,XXXTENTACION,3/16/2018,USUG11800447,519,67.8,"1,442,703,001","201,082","35,338,608",78.0,"460,915,912","7,439,249","699,601","36,684,132","325,870,631","1,874,799",15.0,4,4,5.0,"2,958",6.0,"72,855,904","120,369","173,136,245","4,703,306",,1
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,Levitating,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901299,841,52.9,"946,842,175","145,601","34,376,048",73.0,"39,855,160","660,222","1,493,355","552,112,407","4,779,580,212","52,496,892",269.0,"704,419",,73.0,"1,232,589",107.0,"85,497,325","33,210",,"3,946,971",,0
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,"jealousy, jealousy",SOUR,Olivia Rodrigo,5/21/2021,USUG12101248,"1,878",33.6,"884,616,492","101,479","24,049,783",77.0,"211,384,847","2,822,121","94,602","92,641,326","464,412,661","14,107,434",32.0,"1,529",7,10.0,"32,485",8.0,"21,456,287","28,539",,"1,187,607",,0
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9,Monï¿½ï¿½y so,Up 2 Mï¿,Yeat,9/10/2021,USLD91734275,"2,368",29.3,"378,668,802","110,916","13,349,294",71.0,"46,877,855","687,841","96,000","82,992,212","658,699,167","6,350",6.0,43,,,,1.0,"2,408,379","13,688",,"3,103,353",,1
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39,Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,10/8/2020,ES5022000710,"4,423",19.9,"417,168,757","75,509","12,398,561",68.0,"135,732,676","1,275,450","239,433","209,313,809","2,112,625,816","39,566,186",50.0,"7,224",,15.0,"25,276",13.0,"94,511",549,,"1,294,599",,0
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94.0,"2,596,644,721","278,237","128,709,855",82.0,"2,822,804,239","15,242,846","350,848","80,813,727","631,258,708","277,516,825",315.0,"409,911",,420.0,"1,634,441",108.0,"588,568,899","197,928",,"16,040,973",,0
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,Closer,Closer,The Chainsmokers,7/29/2016,USQX91601347,173,114.6,"2,880,536,961","285,381","129,399,627",80.0,"4,086,121,880","22,091,228","1,103,074","100,536,756","514,053,404","467,800,052",385.0,"316,965",467,284.0,"838,570",78.0,"819,509,308","739,296",,"16,185,008",,0
