track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,150,Minor,91,42,60,0,0,9,12,HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/2017,USUM71703085,466,71.4,"2,226,869,580","311,766","77,191,099",80.0,1281355260.0,11551257.0,1180701.0,90304316.0,769720113.0
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,92,Major,86,89,79,17,0,11,6,A Tu Merced,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030959,"2,856",26.1,"778,269,101","94,041","20,880,365",70.0,357643934.0,1517496.0,80500.0,42847884.0,287886349.0
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,85,Minor,74,61,52,30,0,26,9,Numb Little Bug,Numb Little Bug,Em Beihold,1/28/2022,USUM72200626,"1,143",44.5,"360,584,207","68,868","18,801,509",66.0,41254765.0,1015183.0,177123.0,69378146.0,667895022.0
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42,7,92,Minor,73,37,74,28,0,14,6,Problemï¿½,Problemï¿½,Alvaro Diaz,10/22/2021,USUM72118879,"2,548",28.1,"275,492,185","47,297","14,033,837",68.0,104950820.0,697838.0,1698681.0,279415195.0,2603158294.0
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539,28,73,135,Minor,89,89,86,16,0,8,5,Malvada,Malvada,Zï¿½ï¿½ Fe,1/28/2022,BRTLW2100037,"2,382",29.2,"166,427,224","17,110","7,754,576",53.0,401495057.0,2782962.0,660700.0,105899920.0,1504623313.0
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,140,Minor,51,66,53,60,0,11,18,Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/2021,QZAKB2136210,551,65.3,"241,632,869","58,384","11,312,967",67.0,179211319.0,1646854.0,2843662.0,390407298.0,3549690741.0
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,79,Major,78,58,45,47,0,18,3,Thinking Out Loud,Piano Moods: 50 Songs,Ed Sheeran,3/28/2017,ITD541500554,693,58.0,"473,328",17,"2,117",7.0,3777105479.0,15214286.0,961638.3856,192319298.00158226,1959827354.2515824
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,88,Major,31,31,63,47,27,21,12,Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,USQX91902507,"2,185",30.6,"666,107,710","127,503","40,134,293",71.0,234005957.0,3231466.0,1536372.0,544725899.0,5185694852.0
Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,80,Minor,56,19,46,92,72,11,3,Forever,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,USQX91902499,"2,949",25.7,"321,892,912","74,664","17,317,980",62.0,71926168.0,1129180.0,3600000.0,905260724.0,11338513351.0
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,117,Minor,76,77,52,4,0,8,3,Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,"2,738,293,818","251,033","108,433,327",74.0,2372399124.0,26919886.0,5815851.0,140938643.0,1859977153.0
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,140,Minor,62,46,73,10,0,67,11,NEW MAGIC WAND,IGOR,"Tyler, The Creator",5/17/2019,USQX91901115,"3,703",22.3,"617,991,511","145,653","18,875,661",74.0,100752374.0,1194201.0,98442.0,100573264.0,661984472.0
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,99,Major,68,57,77,2,0,10,5,Adore You,Adore You,Harry Styles,12/6/2019,USSM11912588,442,73.2,"1,670,164,200","171,120","93,127,826",78.0,721445001.0,8290855.0,381926.0,125662413.0,805399161.0
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,93,Major,74,59,87,3,0,8,5,La Santa,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030933,"2,361",29.3,"915,557,792","96,498","35,375,775",75.0,372427636.0,1612028.0,13000.0,8552412.0,69210381.0
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,124,Major,81,68,63,17,0,10,22,Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,3/11/2022,QMCE32200232,"1,500",37.9,"359,563,711","50,913","44,666,984",64.0,129735943.0,1701169.0,9283.0,3216719.0,35564746.0
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185,40,95,Major,76,96,70,18,0,33,4,Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,USSM12200047,539,66.2,"907,821,800","106,835","71,070,491",68.0,242506280.0,2540594.0,165069.0,54851263.0,702113761.0
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162,46,16,96,Minor,87,82,53,10,0,5,8,Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,"839,405,565","107,431","27,444,811",75.0,662287768.0,4695932.0,3874773.0,422978919.0,4817726878.0
Envolver,Anitta,1,2021,11,11,4673,2,546191065,123,113,92,Minor,81,40,73,15,0,9,8,Envolver,Envolver - Single,Anitta,11/11/2021,USWL12100576,401,76.2,"635,241,142","77,669","44,546,385",65.0,836072339.0,4909216.0,2101465.0,699278513.0,9427647770.0
Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,124,Major,95,36,37,35,0,10,28,Starlight,Starlight,Dave,3/3/2022,GBUM72201160,"1,668",35.7,"300,668,168","114,589","7,654,318",67.0,77123844.0,796822.0,214063.0,67997711.0,669672487.0
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,12,4,72,Major,64,76,44,70,9,12,4,Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,FR2X42253130,"3,627",22.5,"306,652,166","21,841","7,413,119",69.0,225136062.0,2113507.0,371413.0,158047875.0,1719389454.0
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,45,0,135,Minor,78,55,57,4,0,10,8,DANï¿½ï¿½A,DANï¿½ï¿½A,PEDRO SAMPAIO,2/1/2022,BRWMB2200077,"4,471",19.7,"231,523,576","35,530","9,584,099",58.0,173364125.0,1394374.0,2235.0,96354.0,2321734.0
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,180,Minor,80,71,68,6,0,10,37,Jordan,Jordan,Ryan Castro,4/30/2021,FR96X2111994,"1,037",47.1,"535,847,791","57,454","22,561,916",73.0,602969531.0,3455570.0,2054500.0,440899222.0,5134093462.0
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,150,Minor,65,11,58,0,0,12,9,Nail Tech,Nail Tech,Jack Harlow,2/18/2022,USAT22200223,"3,497",23.1,"224,376,030","65,837","16,010,323",56.0,67524036.0,880646.0,28152.0,15485348.0,205572867.0
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208,16,41,189,Major,55,86,44,40,0,7,4,Chale,Chale - Single,Eden Muï¿½ï,2/18/2022,MXB952200017,794,54.5,"414,104,069","33,044","18,247,093",67.0,665626745.0,2889082.0,968864.0,248485504.0,2953043191.0
DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,85,Major,72,55,64,49,0,7,4,DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2/15/2022,KRA402100151,"1,396",39.7,"224,285,122","23,891","5,328,396",63.0,171821740.0,3263544.0,3250466.0,181066454.0,1829158410.0
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,140,Major,59,73,45,44,0,34,3,Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,2/18/2022,MXF012200055,"1,580",36.9,"469,278,591","30,545","19,963,782",76.0,386430123.0,2100967.0,357998.0,32595231.0,572889929.0
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,104,Minor,80,24,65,2,0,9,4,Freaky Deaky,Freaky Deaky - Single,Tyga,2/25/2022,USUYG1414608,"3,071",25.0,"175,043,767","35,769","7,846,959",59.0,115406648.0,1162510.0,29012.0,13278991.0,131915166.0
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,129,Major,42,33,44,62,0,8,6,this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,9/3/2021,GBKPL2163189,"1,531",37.5,"477,620,800","108,333","12,027,452",72.0,149501582.0,5261064.0,291778.0,338814084.0,2841508008.0
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,146,Minor,59,23,46,66,0,15,6,Hope,?,XXXTENTACION,3/16/2018,USUG11800447,519,67.8,"1,442,703,001","201,082","35,338,608",78.0,460915912.0,7439249.0,699601.0,36684132.0,325870631.0
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,103,Minor,69,90,88,5,0,29,8,Levitating,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901299,841,52.9,"946,842,175","145,601","34,376,048",73.0,39855160.0,660222.0,1493355.0,552112407.0,4779580212.0
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,164,Minor,70,71,58,24,0,7,13,"jealousy, jealousy",SOUR,Olivia Rodrigo,5/21/2021,USUG12101248,"1,878",33.6,"884,616,492","101,479","24,049,783",77.0,211384847.0,2822121.0,94602.0,92641326.0,464412661.0
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030,2,0,138,Major,69,35,57,12,0,10,9,Monï¿½ï¿½y so,Up 2 Mï¿,Yeat,9/10/2021,USLD91734275,"2,368",29.3,"378,668,802","110,916","13,349,294",71.0,46877855.0,687841.0,96000.0,82992212.0,658699167.0
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,126,Minor,67,37,46,13,0,10,39,Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,10/8/2020,ES5022000710,"4,423",19.9,"417,168,757","75,509","12,398,561",68.0,135732676.0,1275450.0,239433.0,209313809.0,2112625816.0
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,103,Minor,61,47,65,3,0,17,4,Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94.0,"2,596,644,721","278,237","128,709,855",82.0,2822804239.0,15242846.0,350848.0,80813727.0,631258708.0
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,95,Major,75,64,52,41,0,11,3,Closer,Closer,The Chainsmokers,7/29/2016,USQX91601347,173,114.6,"2,880,536,961","285,381","129,399,627",80.0,4086121880.0,22091228.0,1103074.0,100536756.0,514053404.0
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,129,Major,86,75,52,54,0,10,4,Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/2011,AUZS21100040,471,71.0,"1,752,826,514","352,833","87,651,528",74.0,2729174469.0,22532779.0,312945.0,551329120.0,4679645090.0
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15,48,98,Minor,68,33,43,38,0,36,14,Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,DEUM71903009,"3,640",22.5,"296,543,065","117,924","14,177,874",68.0,205245834.0,3566571.0,256438.0,262367607.0,2473547695.0
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,107,Major,91,32,56,3,0,11,10,First Class,First Class,Jack Harlow,4/8/2022,USAT22203024,123,138.6,"818,858,244","223,609","49,586,777",71.0,231229581.0,2756840.0,1610614.0,624748318.0,6890780336.0
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,174,Major,58,56,83,5,0,7,4,Plan A,Plan A,Paulo Londra,3/23/2022,USWL12200224,"2,808",26.5,"275,416,061","45,154","6,010,438",58.0,237452601.0,5966974.0,50200.0,38034415.0,356327284.0
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,92,Major,45,27,67,32,0,13,14,Fuera del mercado,@dannocean,Danny Ocean,2/17/2022,USWL12200098,"1,064",46.5,"535,013,440","57,772","25,048,190",71.0,162236183.0,1010851.0,2681307.0,387587032.0,4479627831.0
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55,3,90,Major,81,59,83,9,0,11,5,X ï¿½ï¿½LTIMA,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201738,"2,503",28.3,"409,394,001","53,657","22,643,350",64.0,123846563.0,1120466.0,442700.0,135938706.0,1334863571.0
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,147,Major,60,58,69,2,0,58,4,When You're Gone,When You're Gone,Shawn Mendes,3/31/2022,USUM72204098,"1,562",37.1,"323,292,046","40,626","21,320,097",71.0,65239480.0,885533.0,19442.0,13233315.0,190197488.0
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,143,Major,68,41,55,16,0,10,12,In My Head,In My Head,Lil Tjay,4/1/2022,USSM12202421,"2,804",26.5,"237,061,046","82,335","8,632,456",63.0,47378172.0,923407.0,374.0,356522.0,3442700.0
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,101,Minor,76,63,71,3,0,10,3,Wait a Minute!,ARDIPITHECUS,WILLOW,1/11/2015,QMJMT1500801,"2,678",27.2,"1,081,039,358","220,073","41,752,381",73.0,422709495.0,5234949.0,1620541.0,275664623.0,2051079047.0
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,118,Minor,70,54,71,0,0,33,4,LOVE DIVE,LOVE DIVE,IVE,4/5/2022,KRA382204375,"1,243",42.5,"397,988,770","28,165","11,131,897",69.0,583304882.0,4759365.0,204227.0,219351151.0,1878718115.0
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,98,Minor,83,63,74,14,0,16,6,Pantysito,Pantysito,Alejo,3/18/2022,USUG12201485,"2,526",28.2,"332,175,085","63,085","23,635,638",66.0,119541325.0,763188.0,378000.0,93005063.0,866018385.0
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,145,Major,56,41,57,1,0,13,3,Angel Baby,Angel Baby,Troye Sivan,9/9/2021,AUUM72100371,554,64.9,"533,416,336","51,383","15,263,459",68.0,293168763.0,2744278.0,6384142.0,410346965.0,4418855338.0
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,26,3,115,Minor,78,63,64,1,0,7,4,Vampiro,Vampiro,Matuï¿,3/29/2022,BXW922100034,"3,527",22.9,"250,112,783","37,790","7,871,652",67.0,207570990.0,2206717.0,77011.0,12026795.0,81406851.0
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,166,Major,70,22,61,2,0,10,34,Right On,Right On,Lil Baby,4/8/2022,USUG12200031,"3,106",24.8,"121,466,936","55,063","13,549,250",58.0,124159378.0,927806.0,25206.0,5807741.0,46858425.0
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,110,Major,57,6,27,84,0,9,3,Falling,Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,80.0,"1,606,023,895","225,643","32,822,629",71.0,1151842584.0,15653870.0,6047796.0,914937622.0,8742744684.0
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46,8,88,Major,89,59,64,5,0,19,7,Sigue,Capï¿½ï¿½tu,Beny Jr,4/1/2022,ES71G2211486,"2,008",32.2,"243,125,642","77,523","7,260,157",74.0,173482368.0,821531.0,46000.0,6590357.0,70560340.0
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,119,Minor,87,28,50,12,0,10,10,Fim de Semana no Rio,Fim de Semana no Rio,Teto,3/30/2022,BXW922200001,"3,856",21.7,"174,165,147","32,542","6,206,794",61.0,228106838.0,2216911.0,18664.0,12238437.0,119676469.0
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,120,Major,58,71,80,15,0,7,41,MANIAC,ODDINARY,Stray Kids,3/18/2022,US5TA2200027,"2,163",30.9,"293,724,552","27,089","8,506,820",68.0,343273995.0,6840494.0,274400.0,180065845.0,866409009.0
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,122,Major,86,97,80,36,0,9,6,There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,9/23/2016,USUM71702833,589,62.6,"2,043,626,431","185,796","81,455,782",80.0,1683710842.0,12626585.0,2310405.0,82394327.0,544400947.0
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,140,Minor,45,25,84,21,0,13,6,Golden,Fine Line,Harry Styles,12/13/2019,USSM11912586,"1,645",36.0,"912,294,568","117,541","36,158,508",70.0,332759355.0,5731914.0,595407.0,144323466.0,1255165488.0
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,124,Major,86,62,49,51,0,35,21,Ain't Shit,Planet Her,Doja Cat,6/25/2021,USRC12101540,"2,454",28.8,"599,547,543","90,475","27,073,255",70.0,154979267.0,2179826.0,139585.0,104260172.0,557527051.0
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34,39,105,Minor,91,73,72,13,0,9,15,"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,2/25/2022,USWD12213564,"4,453",19.8,"148,262,734","25,061","12,962,477",61.0,84276192.0,1121581.0,751200.0,215442044.0,1877005845.0
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,108,Major,61,20,38,61,0,10,5,Photograph,x (Wembley Edition),Ed Sheeran,1/1/2013,GBAHS1400094,980,48.8,"2,525,355,904","208,671","121,163,411",77.0,1884843329.0,9916244.0,1459274.0,502385405.0,4406781129.0
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,100,Major,61,53,38,84,0,28,44,Love Yourself,Love Yourself,Justin Bieber,11/9/2015,USUM71516761,530,66.8,"2,423,583,406","221,550","85,152,861",78.0,2154325842.0,11828484.0,412296.0,54794151.0,546197873.0
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,140,Minor,81,39,66,38,0,12,14,N95,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208963,"1,194",43.4,"426,936,498","118,020","24,734,503",74.0,124386115.0,2134071.0,34724.0,16024927.0,186922543.0
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,101,Minor,78,40,74,36,0,17,27,Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208965,"2,107",31.4,"318,340,376","83,638","10,749,840",71.0,43714392.0,491664.0,3974.0,1738489.0,11351079.0
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,78,Major,56,61,90,36,0,18,31,Despuï¿½ï¿½s de la P,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214876,"1,493",37.9,"542,751,537","67,763","20,306,682",71.0,195610806.0,1623280.0,228878.0,87866614.0,803525888.0
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,93,Minor,79,22,55,31,0,12,5,Un Ratito,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214879,"1,990",32.3,"500,671,737","57,541","10,245,525",70.0,204437602.0,1398859.0,17700.0,8267001.0,66367676.0
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,87,Major,52,32,83,24,0,17,43,United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208961,"2,578",27.8,"246,425,341","81,509","7,710,812",71.0,38465606.0,807082.0,108559.0,43090164.0,342828836.0
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,142,Major,87,93,59,28,0,17,5,Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214880,"2,901",25.9,"370,800,055","49,381","6,786,167",68.0,130681979.0,909372.0,9631.0,12486570.0,123346772.0
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,96,Minor,85,41,43,39,0,12,21,Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208971,"2,437",28.9,"254,191,262","68,188","10,639,841",71.0,66231224.0,1090031.0,19580.0,2720712.0,33984850.0
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,125,Major,50,39,78,4,0,11,33,Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,5/12/2022,USUM72208020,"1,401",39.6,"327,011,836","76,622","17,496,536",62.0,116596146.0,1210310.0,40813.0,17826536.0,258017332.0
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,85,Major,71,43,65,23,0,9,5,Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214894,"1,067",46.4,"366,872,354","61,014","15,444,758",68.0,146768761.0,1402279.0,2232600.0,180281548.0,1794129686.0
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,140,Minor,92,78,57,46,0,14,9,Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208981,"2,933",25.7,"151,507,054","63,279","7,054,692",63.0,46312741.0,658950.0,4105.0,2019515.0,19198685.0
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,196,Minor,66,58,79,23,0,22,20,La Corriente,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214883,"1,745",34.9,"591,704,263","65,115","16,254,572",71.0,179847217.0,1213273.0,120800.0,26994022.0,266064027.0
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,134,Major,78,51,43,69,0,14,9,Count Me Out,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208980,"3,049",25.1,"201,021,118","64,247","6,844,165",72.0,88574109.0,1615761.0,7308.0,2928037.0,20521498.0
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,103,Minor,80,45,62,76,0,10,38,Andrea,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214893,"1,335",40.7,"432,885,913","51,912","12,241,438",71.0,321888868.0,1818193.0,575000.0,152132878.0,1232405599.0
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,130,Major,82,50,67,12,0,13,5,Dos Mil 16,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214889,"2,249",30.2,"426,904,285","50,219","17,690,466",71.0,198252709.0,1323047.0,241013.0,89404506.0,679567159.0
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,152,Major,84,74,69,21,0,18,6,Un Coco,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214892,"1,904",33.2,"534,736,940","54,870","16,605,882",73.0,243635144.0,1460980.0,35000.0,53470902.0,327984369.0
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,108,Major,78,55,60,59,0,7,4,Otro Atardecer,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214891,"2,126",31.2,"426,439,016","58,352","12,590,067",71.0,187059915.0,1140762.0,63700.0,33219040.0,232987490.0
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,121,Minor,86,67,65,42,0,35,7,Aguacero,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214886,"3,068",25.0,"342,075,557","42,659","11,281,372",68.0,128273450.0,963861.0,419100.0,226879716.0,1873295908.0
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,188,Minor,50,41,50,69,0,12,6,Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,"3,495",23.1,"360,149,048","49,439","8,856,237",69.0,94595491.0,955663.0,32000.0,21771827.0,154135701.0
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,110,Major,80,26,85,23,0,11,21,ULTRA SOLO,ULTRA SOLO,Polimï¿½ï¿½ Westc,2/14/2022,CLPP22200004,642,59.7,"360,068,693","58,995","18,998,905",64.0,149041400.0,1103249.0,4984600.0,450591101.0,4865262796.0
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,105,Major,81,77,79,19,0,47,8,Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214887,"3,398",23.5,"348,372,811","52,893","6,523,487",69.0,106600063.0,684118.0,25900.0,16462263.0,154007395.0
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,176,Major,61,24,62,60,0,24,31,Callaita,Callaita,Bad Bunny,5/31/2019,QM6N21919851,638,60.0,"1,448,173,030","156,477","70,813,159",70.0,1341625876.0,6392667.0,625362.0,38376453.0,354361373.0
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,130,Major,91,91,96,3,0,3,9,That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,4/29/2022,QZEKE2084402,858,52.4,"269,491,606","26,075","16,176,936",66.0,746615342.0,15669340.0,304900.0,324925866.0,2432918911.0
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,78,Major,36,30,54,34,0,14,5,In The Stars,In The Stars,Benson Boone,4/29/2022,USWB12201574,597,61.9,"725,214,939","107,667","48,040,727",74.0,204956968.0,2396003.0,626129.0,233812388.0,2046007902.0
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,93,12,121,Major,64,80,88,0,0,12,6,SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,5/13/2022,ITB002200385,"1,936",32.9,"308,183,607","57,988","30,736,731",64.0,29232672.0,460660.0,145290.0,31480770.0,401636873.0
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,81,Major,38,20,66,9,0,9,8,Thousand Miles,Thousand Miles,The Kid LAROI,4/22/2022,USSM12203367,"1,583",36.8,"299,159,279","65,016","30,594,262",65.0,77821012.0,905318.0,34658.0,36740366.0,393771352.0
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,125,Major,88,28,66,6,0,13,31,PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,4/29/2022,USSM12203787,560,64.3,"395,167,576","135,307","21,175,776",71.0,117364602.0,803990.0,31391.0,6266752.0,66661123.0
