track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814,440,125,110,Major,50,45,41,75,0,11,3,Someone You Loved,Breach,Lewis Capaldi,11/8/2018,DEUM71807062,133,129.7,"3,427,498,835","338,763","160,553,919",82.0,2153701892.0,20891433.0,1940473.0,212007614.0,2161032034.0
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,92,Minor,91,43,71,9,0,9,8,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214877,64,184.8,"1,811,990,630","173,358","67,603,671",79.0,1516863120.0,8870768.0,4506600.0,549886060.0,6470937272.0
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,57,97,98,Major,71,67,60,19,0,12,3,Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,144.5,"518,988,585","73,116","58,391,498",80.0,107703759.0,768813.0,354036.0,74258021.0,924204888.0
What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998,29,76,172,Minor,74,76,76,6,0,10,9,What It Is (Solo Version),What It Is (Versions),Doechii,3/17/2023,USUG12301967,"1,311",41.1,"308,738,277","38,674","36,667,220",70.0,77532151.0,1140208.0,772763.0,103987020.0,1174579945.0
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,150,Major,68,14,76,4,0,10,4,Coco Chanel,3MEN2 KBRN,Eladio Carrion,3/17/2023,QM4TX2344391,988,48.4,"459,282,058","67,717","32,043,186",72.0,100210832.0,673502.0,49000.0,17997404.0,147682062.0
Still With You,Jung Kook,1,2020,6,5,31,39,38411956,2,107,88,Minor,53,34,47,9,0,83,4,Still With You,Still With You,Jung Kook,6/5/2020,QM6N22094716,"1,610",36.5,"188,249,146","18,003","4,851,271",72.0,47301413.0,809460.0,961638.3856,192319298.00158226,1959827354.2515824
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150,69,145,143,Major,83,69,44,15,0,10,33,All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,5/12/2023,USQX92302957,90,162.0,"333,202,114","108,322","41,018,697",68.0,203487345.0,2084532.0,928132.0,63253779.0,748253884.0
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540,49,105,100,Minor,49,17,35,71,9,11,3,Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,3/17/2023,GBUM72304301,620,61.1,"513,353,284","73,253","71,366,345",80.0,91324061.0,1419414.0,42282.0,19858700.0,152008937.0
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,143,Major,56,39,55,14,0,11,13,Snooze,SOS,SZA,12/9/2022,USRC12204591,97,153.3,"1,013,350,808","108,036","86,470,319",84.0,390677417.0,2521214.0,402338.0,97819766.0,887803828.0
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,89,143,112,Minor,56,24,66,7,0,12,3,Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,1/1/2011,GBUM71111565,"2,606",27.7,"1,442,872,605","204,954","53,282,968",79.0,572303765.0,6181000.0,423666.0,173066210.0,1549975311.0
Take Two,BTS,1,2023,6,9,674,47,118482347,20,106,93,Major,62,57,59,3,0,38,3,Take Two,Take Two,BTS,6/9/2023,USA2P2323050,"3,461",23.2,"259,288,333","9,472","17,478,821",69.0,40948018.0,2324228.0,432500.0,93022348.0,503776050.0
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,160,110,206,Major,43,50,55,50,0,15,10,Lover,Lover,Taylor Swift,8/16/2019,USUG11901473,"1,507",37.8,"1,413,268,808","104,435","94,697,921",81.0,492503095.0,6305357.0,400078.0,142555742.0,921980357.0
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,17,119,88,Minor,68,17,71,15,0,11,5,Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208784,269,94.5,"682,837,690","155,771","28,629,209",80.0,191823612.0,1853827.0,41044.0,23532424.0,185584934.0
Chemical,Post Malone,1,2023,4,14,2528,39,172825906,56,91,170,Major,50,37,90,0,0,12,5,Chemical,Chemical,Post Malone,4/14/2023,USUM72305205,250,97.6,"503,574,147","79,679","43,648,353",75.0,90349145.0,902237.0,20078.0,8878995.0,134469226.0
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043,49,98,84,Minor,62,24,67,21,0,13,28,Mockingbird,Encore (Deluxe),Eminem,11/12/2004,USIR10400813,"3,983",21.4,"1,680,919,413","293,385","44,640,604",82.0,244059770.0,2900004.0,12730.0,8273097.0,76886329.0
New Jeans,NewJeans,1,2023,7,7,77,35,29562220,8,166,134,Minor,81,53,72,51,0,12,5,New Jeans,NewJeans 'Super Shy',NewJeans,7/7/2023,USA2P2330067,"2,840",26.3,"253,890,110","22,593","5,131,270",73.0,32342210.0,1238077.0,93504.0,33300089.0,242425753.0
Primera Cita,Carin Leon,1,2022,4,20,266,27,77309611,6,40,158,Major,54,50,40,61,0,10,6,Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,QZQMB2104890,290,90.5,"598,006,591","35,842","34,735,524",80.0,415255950.0,1480134.0,916093.0,96228889.0,1108602382.0
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,384,135,116,Major,80,92,80,4,0,10,3,Cold Heart - PNAU Remix,Diamonds (Deluxe),Elton John,11/10/2017,GBUM72104705,565,64.0,"2,011,121,774","314,601","173,805,568",77.0,545470329.0,2971579.0,472726.0,57732873.0,943751388.0
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,41,100,117,Major,61,45,69,2,0,9,3,Dandelions,Dandelions,Ruth B.,4/28/2017,USSM11703468,"2,383",29.2,"1,561,518,107","183,674","67,708,124",82.0,96339252.0,1072061.0,2320661.0,904381932.0,7603775552.0
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,114,Minor,77,65,72,2,0,7,5,Bones,Bones,Imagine Dragons,3/11/2022,USUM72201759,180,112.0,"1,227,475,431","180,053","70,861,210",78.0,584854654.0,6691488.0,341199.0,191133207.0,2255843288.0
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,88,112,108,Minor,61,47,68,0,0,13,3,Set Fire to the Rain,More Music 2011,Adele,1/1/2011,GBBKS1000348,"1,518",37.7,"1,595,514,674","186,319","52,679,491",77.0,959699985.0,5310150.0,905837.0,343302209.0,3469644756.0
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,144,Minor,74,37,53,7,0,21,10,Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,USUM71210785,"2,167",30.8,"1,476,217,041","352,198","59,811,242",75.0,385175377.0,3054056.0,1174942.0,197659809.0,1484578640.0
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294,7,6,130,Major,51,18,44,76,0,11,3,Tak Segampang Itu,Tak Segampang Itu,Anggi Marito,12/2/2022,IDUM72200281,"2,253",30.1,"415,357,981","14,918","7,489,575",74.0,201860884.0,912928.0,399388.0,88921840.0,1171868533.0
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561,2,106,116,Major,77,79,62,33,1,15,3,LAGUNAS,LAGUNAS,Peso Pluma,6/22/2023,QM7282306255,"1,339",40.6,"301,396,080","23,886","6,601,410",74.0,85636375.0,455525.0,133500.0,29951984.0,232731548.0
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,100,Minor,70,47,52,30,0,6,33,No Role Modelz,2014 Forest Hills Drive,J. Cole,12/9/2014,USQX91402598,955,49.3,"2,235,160,830","403,355","73,668,045",81.0,656310159.0,4852226.0,744556.0,138864977.0,885273359.0
Tattoo,Loreen,1,2023,2,25,2988,59,201660859,74,102,150,Minor,55,30,78,24,0,12,8,Tattoo,Tattoo,Loreen,2/25/2023,SEUM72201638,221,103.9,"518,846,340","83,033","48,268,736",77.0,348331280.0,3205077.0,236349.0,68936229.0,718955243.0
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,120,Minor,84,96,71,18,0,34,17,Rara Vez,Rara Vez,Taiu,2/8/2023,ARUM72300004,860,52.4,"544,165,928","58,646","20,499,657",77.0,200445038.0,1806923.0,302386.0,150768049.0,1522432243.0
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753,40,58,127,Minor,82,89,85,4,0,23,6,VAGABUNDO,VAGABUNDO,Sebastian Yatra,5/12/2023,USUM72305982,578,63.3,"337,650,898","44,292","44,021,764",75.0,226249916.0,862952.0,241103.0,34797656.0,505139679.0
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,90,Major,51,42,61,53,0,9,3,august,folklore,Taylor Swift,7/24/2020,USUG12002842,"3,016",25.3,"1,101,296,591","84,267","76,240,482",79.0,143962401.0,1331866.0,640459.0,106537532.0,779402493.0
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345,19,117,128,Minor,75,79,63,33,0,15,4,LUNA,FERXXOCALIPSIS,Feid,12/1/2023,USUM72318216,178,112.6,"606,124,553","40,628","139,802,900",86.0,166363445.0,1019744.0,14519.0,5128004.0,29601244.0
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,143,Major,64,31,87,4,4,8,4,Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/2023,GBARL2300300,470,71.1,"425,999,315","91,229","100,955,340",74.0,81238584.0,760116.0,144223.0,20190291.0,342295893.0
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,139,Major,74,68,68,3,0,26,4,Nonsense,emails i can't send,Sabrina Carpenter,7/15/2022,USUM72210708,"1,129",44.8,"817,286,460","55,620","61,610,668",83.0,156580179.0,1685462.0,179864.0,36883907.0,357890160.0
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,21,110,162,Major,49,78,64,19,0,11,4,Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,QZWT32210000,314,86.1,"684,853,927","42,893","25,716,699",73.0,547937715.0,1638787.0,1100030.0,91969060.0,1162186778.0
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424,8,116,92,Major,81,39,60,31,0,7,3,Por las Noches,Por las Noches,Peso Pluma,6/11/2021,FR96X2198154,"1,509",37.8,"541,105,655","34,793","10,847,105",43.0,580242662.0,3118669.0,183100.0,68355371.0,616205518.0
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821,45,69,95,Major,87,57,55,10,0,29,7,Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,USUM72215366,483,70.1,"944,833,760","84,300","40,737,356",78.0,442672273.0,1382190.0,712759.0,110146879.0,1137735925.0
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,437,115,95,Major,55,56,82,12,0,34,5,Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,USSM11912587,243,99.7,"2,708,151,499","298,135","159,003,869",82.0,872052223.0,11269126.0,1375118.0,301076974.0,2738127473.0
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,25,59,128,Major,78,59,65,10,0,26,5,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro: Bzrp Music Sessions, Vol. 56 - Single",Bizarrap,6/21/2023,UYB282301037,"3,025",25.2,"170,834,610","35,849","20,377,164",65.0,7206357.0,63881.0,961638.3856,192319298.00158226,1959827354.2515824
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,130,Minor,82,69,83,3,0,27,5,Queencard,I feel,(G)I-DLE,5/15/2023,KRA392300001,616,61.2,"289,304,213","25,925","7,047,731",72.0,336281559.0,3407011.0,404600.0,257833478.0,1992738757.0
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,127,Minor,80,74,77,36,0,11,4,OMG,NewJeans 'OMG',NewJeans,1/2/2023,USA2P2251723,632,60.5,"675,591,495","53,019","18,823,180",75.0,296668872.0,3652203.0,566750.0,299538483.0,2441354214.0
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,122,Minor,78,50,63,27,0,9,5,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,1/11/2023,UYB282301031,73,174.3,"946,941,510","100,130","74,836,321",74.0,776436101.0,12951756.0,4210895.0,797017650.0,11936401096.0
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,30,80,140,Major,52,20,85,0,0,7,5,505,Favourite Worst Nightmare,Arctic Monkeys,4/21/2007,GBCEL0700074,"3,999",21.3,"1,660,504,577","315,657","60,158,552",80.0,611110729.0,4963235.0,52713.0,40161014.0,229596064.0
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,119,Minor,75,48,53,18,0,18,34,Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208787,429,74.4,"637,325,281","142,076","31,958,929",79.0,25776208.0,246133.0,12122.0,7811781.0,58477615.0
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,3,88,110,Minor,76,96,72,32,0,9,4,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain,5/22/2023,INH102307782,961,49.2,"203,379,355","14,067","8,370,027",63.0,361600873.0,2581315.0,961638.3856,192319298.00158226,1959827354.2515824
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,95,Major,60,17,45,16,0,11,2,Perfect,ýý (Deluxe),Ed Sheeran,3/3/2017,GBAHS1700024,81,167.5,"2,969,999,682","280,165","116,921,604",81.0,6473698897.0,39632673.0,6642975.0,601244764.0,7647479866.0
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,132,Major,56,20,55,45,1,32,3,Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,QZMEM2232831,308,86.8,"1,136,504,636","152,157","60,605,828",81.0,154143867.0,2307573.0,515601.0,215294962.0,1306972284.0
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,125,Minor,77,74,78,4,0,23,11,Believer,Believer,Imagine Dragons,1/31/2017,USUM71700626,119,142.2,"3,006,226,762","335,880","89,243,475",81.0,4495059988.0,42240881.0,5745117.0,453132709.0,5876458723.0
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,6,9,124,Minor,84,65,50,67,0,13,6,Novo Balanï¿½,Dos Prï¿½ï¿½dios De,Veigh,5/19/2023,QZMWW2396002,"1,408",39.4,"258,439,807","33,493","8,747,668",69.0,175669334.0,1312815.0,961638.3856,192319298.00158226,1959827354.2515824
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,112,Major,92,67,66,0,0,36,9,Without Me,Without Me,Halsey,10/4/2018,USUM71813499,200,107.4,"2,042,792,456","198,888","69,311,277",75.0,2018089906.0,20528541.0,3897257.0,208270183.0,2216715741.0
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,80,Minor,65,27,69,8,0,53,4,Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214888,188,110.7,"1,421,763,497","152,592","62,313,059",78.0,945857087.0,5587691.0,179400.0,14518451.0,225142753.0
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,172,Major,45,33,59,6,0,8,3,Somewhere Only We Know,Somewhere Only We Know,Gustixa,9/5/2022,QZNWV2251985,"2,286",29.9,"53,532,212","9,646","1,321,681",43.0,98671018.0,1371770.0,1952800.0,122253971.0,1659044866.0
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,120,Major,60,24,35,73,0,31,3,Those Eyes,Those Eyes,New West,5/10/2019,TCAEE1990215,"3,613",22.6,"785,139,012","119,530","33,481,593",73.0,147215663.0,1730949.0,114347.0,79425600.0,594352793.0
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,7,71,140,Minor,74,96,80,18,0,5,5,El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,1/27/2023,FR10S2386363,720,57.1,"545,234,876","38,598","20,258,181",76.0,178469204.0,907782.0,1400000.0,127515608.0,1417345345.0
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544,7,76,128,Minor,81,90,77,1,0,9,5,Mi Bello Angel,Nata Montana,Natanael Cano,6/30/2023,USWL12301027,"1,421",39.1,"349,522,530","23,359","14,819,855",76.0,146063277.0,734128.0,8095.0,9061160.0,55484022.0
Bye,Peso Pluma,1,2023,5,26,324,14,95053634,13,110,122,Major,78,70,81,57,0,10,5,Bye,Bye,Peso Pluma,5/26/2023,QM6P42321186,"1,196",43.3,"252,239,644","24,974","6,379,185",65.0,157154307.0,1031138.0,408410.0,96001756.0,1121997176.0
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863,119,81,130,Major,47,86,92,8,0,5,24,Danza Kuduro,Vem Dancar Kuduro,Don Omar,1/1/2010,USUM71020778,"1,605",36.6,"1,656,974,409","266,408","90,687,992",76.0,597309937.0,3662324.0,61112.0,16978206.0,191397624.0
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,160,Major,69,61,71,33,0,31,20,Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2/2/2023,BCA6L2300010,926,50.1,"423,018,422","23,872","16,779,061",63.0,361813279.0,1727192.0,288613.0,21077364.0,277692228.0
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,144,Major,73,87,70,6,0,28,5,Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,1/1/2012,USAT21203287,"1,602",36.6,"2,004,657,631","277,766","134,689,771",83.0,1400581749.0,9714447.0,49296.0,11894522.0,91255671.0
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,4,14,192,Major,50,85,52,11,0,28,6,Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,4/4/2023,ARP7V2300002,588,62.6,"361,219,290","34,991","12,554,230",72.0,319150330.0,1101883.0,710900.0,63611915.0,947077415.0
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,163,Major,54,40,67,0,0,9,17,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,6/17/2022,USUG12204897,192,109.7,"971,473,231","239,671","77,479,207",78.0,198796965.0,2003253.0,803500.0,85725313.0,926300276.0
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,122,Minor,66,48,71,6,0,12,4,Counting Stars,Native (Standard),OneRepublic,1/1/2013,USUM71301306,892,51.1,"2,466,006,842","343,135","114,346,295",81.0,304524339.0,2956756.0,382991.0,125290160.0,1245061983.0
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,154,Major,61,41,74,21,0,40,6,Ghost,Justice,Justin Bieber,3/19/2021,USUM72102635,283,91.5,"1,586,830,204","151,923","73,574,395",80.0,476319277.0,4622504.0,797409.0,122390348.0,1180485094.0
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,117,Minor,73,31,69,6,0,11,4,Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,USRC11902743,423,74.9,"1,249,760,413","202,465","56,664,631",79.0,699931779.0,6139127.0,1107358.0,252070540.0,2436202278.0
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,138,Minor,78,89,83,10,0,12,5,PRC,PRC,Peso Pluma,1/24/2023,QM4TW2315684,522,67.4,"668,103,212","52,040","23,580,184",69.0,417352534.0,2399654.0,961638.3856,63.0,1213.0
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,104,Major,77,36,63,1,0,36,5,One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,USCM51600028,518,67.9,"3,192,204,066","379,853","131,832,723",82.0,456806913.0,5068762.0,2381341.0,51227212.0,388544079.0
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,118,Major,68,61,82,2,0,50,3,Save Your Tears,After Hours,The Weeknd,3/20/2020,USUG12000658,371,79.9,"1,995,511,952","304,456","63,126,296",80.0,365257705.0,2699016.0,415050.0,137726738.0,1154403769.0
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,81,Minor,68,51,60,3,0,19,10,Sure Thing,All I Want Is You,Miguel,5/25/2010,USJI10800160,"2,362",29.3,"1,335,928,309","190,857","100,835,580",81.0,165856240.0,1428581.0,235546.0,71440021.0,595426317.0
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,174,Major,45,10,37,97,25,64,4,The Night We Met,The Night We Met,Lord Huron,2/9/2015,US53Q1200103,"1,226",42.7,"2,097,181,065","286,668","123,211,490",84.0,807672690.0,8866507.0,451668.0,239330349.0,1722597041.0
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,128,Major,73,60,77,3,0,11,4,We Found Love,Talk That Talk (Explicit),Rihanna,1/1/2011,USUM71115507,"1,965",32.5,"1,655,539,775","219,739","111,528,796",79.0,1438850843.0,6775048.0,961638.3856,141145.0,831485.0
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319,0,0,145,Major,60,43,27,94,0,14,4,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,12/7/2012,USAT21206701,"4,187",20.7,"2,106,040,891","231,184","111,114,931",81.0,275768987.0,2172034.0,237576.0,72740220.0,624816222.0
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,150,Minor,65,51,55,73,0,14,3,Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,5/25/2018,USAT21802284,769,55.3,"1,709,991,997","187,053","79,925,766",80.0,1447964376.0,19917766.0,2026064.0,188810282.0,2833687729.0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,17,60,90,Minor,60,13,53,4,0,21,4,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72308540,913,50.5,"247,682,011","67,166","13,150,883",72.0,81060467.0,925753.0,13500.0,6210382.0,38882669.0
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,85,Major,55,42,53,17,0,22,3,Do I Wanna Know?,AM,Arctic Monkeys,1/1/2013,GBCEL1300362,"1,837",33.9,"2,188,592,950","361,827","91,030,520",81.0,457550865.0,4610448.0,13917.0,12237124.0,71629637.0
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,180,Major,33,38,71,20,0,28,5,Demons,Continued Silence - EP,Imagine Dragons,1/1/2012,USUM71201071,847,52.8,"2,270,796,677","263,640","71,470,111",80.0,1738647396.0,12375429.0,261866.0,25465591.0,296361891.0
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775,35,102,166,Major,57,84,94,11,0,37,9,ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,JPP302300157,351,81.8,"356,559,943","47,785","12,078,942",69.0,490408465.0,4295510.0,504800.0,162429655.0,1871819472.0
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,160,Major,71,40,50,16,0,16,22,Reminder,Starboy,The Weeknd,11/25/2016,USUG11600998,"2,890",25.9,"1,015,965,940","125,348","27,076,169",77.0,530807213.0,3439489.0,515202.0,51866413.0,445032303.0
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,160,Major,65,95,80,5,0,41,16,Shake It Off,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431349,593,62.3,"1,409,692,678","162,649","73,697,294",74.0,3622416832.0,14917829.0,322329.0,269428239.0,2080409767.0
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,92,Major,70,81,63,4,0,8,4,Why'd You Only Call Me When You're High?,Why''d You Only Call Me When You''re High?,Arctic Monkeys,1/1/2013,GBCEL1300370,"3,008",25.4,"1,687,828,519","272,010","71,727,595",80.0,527397003.0,5344645.0,8490.0,8308615.0,45596295.0
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,170,Major,56,53,64,11,0,45,6,SNAP,SNAP,Rosa Linn,3/19/2022,USSM12207342,643,59.7,"1,039,482,815","99,333","60,341,587",79.0,14074005.0,277824.0,20083.0,254036.0,6824133.0
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,96,Minor,83,93,65,58,0,9,8,Shape of You,Shape of You,Ed Sheeran,1/6/2017,GBAHS1600463,54,195.1,"3,909,458,734","316,378","148,037,882",80.0,8013997219.0,45770887.0,2270315.0,194420058.0,2320856331.0
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,60,20,120,Major,67,40,52,86,0,12,4,Night Changes,FOUR (Deluxe),One Direction,11/17/2014,GBHMU1400165,"2,179",30.7,"1,548,151,634","154,325","92,409,509",83.0,948760574.0,9009457.0,741824.0,207100684.0,1820024186.0
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,98,Major,70,37,54,6,0,9,8,Fin de Semana,Fin de Semana,Oscar Maydon,1/13/2023,QZ9QQ2300040,"1,211",43.0,"568,846,143","38,126","18,723,665",76.0,209204080.0,876672.0,4469.0,2225214.0,19351144.0
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,150,Major,34,24,56,4,0,11,3,Car's Outside,YOU,James Arthur,10/18/2019,DEE861903416,"2,876",26.0,"578,464,780","64,098","29,245,701",76.0,99386903.0,1089785.0,3170207.0,482763087.0,3957426996.0
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,94,Major,37,17,47,2,46,11,3,Apocalypse,Apocalypse,Cigarettes After Sex,3/21/2017,USBQU1700034,"1,628",36.3,"1,305,189,811","259,761","79,958,707",82.0,237610293.0,2556677.0,126427.0,67441717.0,435331773.0
